the_geom,p_lecz,field_1,unique_id,id_no,site_id,name_seria,name_en,name_fr,date_inscr,sec_date,danger_lis,longitude,latitude,area_ha,area_ha1,c1,c2,c3,c4,c5,c6,criteria_t,category,category_s,states_en,states_fr,region_en,region_fr,iso_code,undp_code,transbound,her_type1,her_type2,buffer_ha,srtm_min,srtm_max,srtm_mean,cartodb_id,ur_grump,ur_mod_buf,ur_joined,dist_mcd,dist_gshhs,dist_join,column_2020_rcp2_6_flood,column_2020_rcp2_6_erosion,column_2020_rcp4_5_flood,column_2020_rcp4_5_erosion,column_2020_rcp8_5_flood,column_2020_rcp8_5_erosion,column_2020_high_end_flood,column_2020_high_end_erosion,column_2030_rcp2_6_flood,column_2030_rcp2_6_erosion,column_2030_rcp4_5_flood,column_2030_rcp4_5_erosion,column_2030_rcp8_5_flood,column_2030_rcp8_5_erosion,column_2030_high_end_flood,column_2030_high_end_erosion,column_2050_rcp2_6_flood,column_2050_rcp2_6_erosion,column_2050_rcp4_5_flood,column_2050_rcp4_5_erosion,column_2050_rcp8_5_flood,column_2050_rcp8_5_erosion,column_2050_high_end_flood,column_2050_high_end_erosion,column_2100_rcp2_6_flood,column_2100_rcp2_6_erosion,column_2100_rcp4_5_flood,column_2100_rcp4_5_erosion,column_2100_rcp8_5_flood,column_2100_rcp8_5_erosion,column_2100_high_end_flood,column_2100_high_end_erosion
0101000020E6100000AA09C3FCEC682840EAFFC12C59354640,1,38,105,788,5,Basilica of St. Apollinaire Nuovo,Early Christian Monuments of Ravenna,Monuments paléochrétiens de Ravenne,1996,0, ,12.20493307,44.4167839,0.17,0.181851398,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,4.5,6,6,6,39,1,1,1,8282.902143,8477.572878,8282.902143,9.84,0,9.88,0,9.84,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,8.64
0101000020E61000000890A1630765284059880E8123354640,1,39,106,788,4,Archiepiscopal Chapel,Early Christian Monuments of Ravenna,Monuments paléochrétiens de Ravenne,1996,0, ,12.197322,44.415146,0.002,0.001990531,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,21.6,1,5,2.4211,40,1,1,1,7237.306084,7423.572437,7237.306084,9.84,0,9.88,0,9.84,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,8.64
0101000020E61000007B6D7001EC642840C8D13D67E2354640,1,40,107,788,1,Mausoleum of Galla Placida,Early Christian Monuments of Ravenna,Monuments paléochrétiens de Ravenne,1996,0, ,12.19711308,44.42097178,0.01,0.016852163,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,33.14,-5,1,1,41,1,1,1,6659.974662,6411.471258,6659.974662,9.84,0,9.88,0,9.84,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,8.64
0101000020E6100000D658C2DA186B2840E910381268364640,1,41,109,788,7,Mausoleum of Theodoric,Early Christian Monuments of Ravenna,Monuments paléochrétiens de Ravenne,1996,0, ,12.209174,44.425051,0.014,0.013931065,0,1,1,1,0,0,(ii)(iii)(iv),Cultural,C,Croatia,Croatie,Europe and North America,Europe et Amérique du nord,hr,hrv,0,2,,0,-3,7,7,42,1,1,1,0,66.59199153,0,9.84,0,9.88,0,9.84,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,8.64
0101000020E61000006779A21442772840760DA78AB1304640,1,42,110,788,8,Basilica of St. Apollinare in Classe,Early Christian Monuments of Ravenna,Monuments paléochrétiens de Ravenne,1996,0, ,12.23292603,44.38041814,0.96,0.965933744,0,1,0,1,0,0,(ii)(iv),Cultural,C,Croatia,Croatie,Europe and North America,Europe et Amérique du nord,hr,hrv,0,2,,4.8,-2,5,1.9,43,1,1,1,52.98221381,0,0,9.84,0,9.88,0,9.84,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,8.64
0101000020E61000005665DF15C1BB2A40761BB37002E34640,0.8661017,43,57,825,0, ,Archaeological Area and the Patriarchal Basilica of Aquileia,Zone archéologique et la basilique patriarcale dAquilée,1998,0, ,13.3667075,45.77351197,155.3,131.2020483,1,1,0,1,0,1,(i)(ii)(iv)(vi),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,254,2,14,7.6471,44,1,1,1,9136.32983,7458.956936,9136.32983,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,7.15
0101000020E6100000CCE7E45EC3C02E4006E2E953162A4440,0,44,58,842,1,"Paestum, Velia, the Certosa di Padula, Mount Cervati and the Vallo di Diano","Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula","Parc national du Cilento et du Vallo Diano, avec les sites archéologiques de Paestum et Velia et la Chartreuse de Padula",1998,0, ,15.37649056,40.32880639,1371,137168.0615,0,1,1,0,0,0,(ii)(iii),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0,3,,0,19,27,20.571,45,0,0,0,7199.390526,7756.050997,7199.390526,3.77,8.52,3.81,8.52,3.77,8.52,4.29,8.52,3.93,8.52,3.97,8.52,3.93,8.52,4.73,8.52,4.25,8.52,4.37,8.52,4.41,8.52,5.81,8.52,5.05,8.52,5.53,8.52,6.01,8.52,6.02,8.52
0101000020E61000002843FA9232022E405834DFB95E214440,0.4031791,45,59,842,2,Punta Licosa and the Mount Stella region,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula","Parc national du Cilento et du Vallo Diano, avec les sites archéologiques de Paestum et Velia et la Chartreuse de Padula",1998,0, ,15.0042921,40.26070331,111.29,10087.10425,0,1,1,0,0,0,(ii)(iii),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0,3,,29,3,83,25.605,46,0,0,0,3156.242768,3666.287338,3156.242768,3.77,8.52,3.81,8.52,3.77,8.52,4.29,8.52,3.93,8.52,3.97,8.52,3.93,8.52,4.73,8.52,4.25,8.52,4.37,8.52,4.41,8.52,5.81,8.52,5.05,8.52,5.53,8.52,6.01,8.52,6.02,8.52
0101000020E61000004A55457E1EC12E4001EA7A60CF094440,0,46,60,842,3,"Capo Palinuro, Punta d. Infreschi and the Mount Bulgheria region","Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula","Parc national du Cilento et du Vallo Diano, avec les sites archéologiques de Paestum et Velia et la Chartreuse de Padula",1998,0, ,15.37718577,40.07664114,126.41,10176.7738,0,1,1,0,0,0,(ii)(iii),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0,3,,34.4,16,110,62.585,47,0,0,0,7361.513109,7916.411418,7361.513109,3.77,8.52,3.81,8.52,3.77,8.52,4.29,8.52,3.93,8.52,3.97,8.52,3.93,8.52,4.73,8.52,4.25,8.52,4.37,8.52,4.41,8.52,5.81,8.52,5.05,8.52,5.53,8.52,6.01,8.52,6.02,8.52
0101000020E61000006F861BF0F9B12C401630815B77674440,0.082738,47,61,829,5,Theatre of Herculaneum,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,0, ,14.34761,40.80833,0.17,0.169305809,0,1,0,1,1,0,(ii)(iv)(v),Cultural,C,Greece,Grèce,Europe and North America,Europe et Amérique du nord,gr,grc,0,2,,0,4,37,21.756,48,1,1,1,19.24499507,167.8169246,19.24499507,0,3.7,0,3.71,0,3.7,0,3.79,0,3.73,0,3.74,0,3.73,0,3.86,0,3.79,0,3.8,0,3.81,0,4.05,0,3.91,0,3.99,0,4.1,0,4.38
0101000020E610000044A33B889DE92C40374F75C8CD604440,0.0872361,48,64,829,7,Torre Annuziata: Villa B,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,0, ,14.45628,40.75628,0.55,0.54884123,0,1,0,0,1,0,(ii)(v),Cultural,C,Algeria,Algérie,Arab States,États arabes,dz,dza,0,2,,0,0,129,54.026,49,1,1,1,0,0,0,0,3.7,0,3.71,0,3.7,0,3.79,0,3.73,0,3.74,0,3.73,0,3.86,0,3.79,0,3.8,0,3.81,0,4.05,0,3.91,0,3.99,0,4.1,0,4.38
0101000020E6100000FBCC599F72F42C40EC61378578604440,0.142152,49,67,829,2,Villa dei Misteri (Pompei),"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,0, ,14.477437,40.75367799,0.95,0.948711528,0,1,1,0,0,0,(ii)(iii),Cultural,C,Greece,Grèce,Europe and North America,Europe et Amérique du nord,gr,grc,0,3,,402.25,0,226,89.405,50,1,1,1,0,27.65017155,0,0,3.7,0,3.71,0,3.7,0,3.79,0,3.73,0,3.74,0,3.73,0,3.86,0,3.79,0,3.8,0,3.81,0,4.05,0,3.91,0,3.99,0,4.1,0,4.38
0101000020E61000009DF4BEF1B5E72C400C8E9257E7604440,0,50,68,829,6,Torre Annuziata: Villa A,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,0, ,14.45256,40.75706,1.15,1.1486459,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,18,18,18,51,1,1,1,52508.42958,53683.84334,52508.42958,0,3.7,0,3.71,0,3.7,0,3.79,0,3.73,0,3.74,0,3.73,0,3.86,0,3.79,0,3.8,0,3.81,0,4.05,0,3.91,0,3.99,0,4.1,0,4.38
0101000020E610000033D59B6A90B02C40668BDE8872674440,0,51,69,829,4,Villa dei Papiri,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,0, ,14.34485181,40.80818282,1.22,1.640565132,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,33,35,35,52,1,1,1,45656.47562,45434.19479,45656.47562,0,3.7,0,3.71,0,3.7,0,3.79,0,3.73,0,3.74,0,3.73,0,3.86,0,3.79,0,3.8,0,3.81,0,4.05,0,3.91,0,3.99,0,4.1,0,4.38
0101000020E610000050762B32D7B12C404375EFB813674440,0,52,89,829,3,Heraculaneum,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,0, ,14.34734494,40.80528938,9.42,9.015827491,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,21,27,24.316,53,1,1,1,41086.31664,40878.96019,41086.31664,0,3.7,0,3.71,0,3.7,0,3.79,0,3.73,0,3.74,0,3.73,0,3.86,0,3.79,0,3.8,0,3.81,0,4.05,0,3.91,0,3.99,0,4.1,0,4.38
0101000020E61000004484034AD8F92C400B5C608718604440,0.0714707,53,96,829,1,Pompeii,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,0, ,14.48797828,40.75074856,84.59,83.65485797,0,1,0,1,0,0,(ii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,-3,242,66.635,54,1,1,1,0,0,0,0,3.7,0,3.71,0,3.7,0,3.79,0,3.73,0,3.74,0,3.73,0,3.86,0,3.79,0,3.8,0,3.81,0,4.05,0,3.91,0,3.99,0,4.1,0,4.38
0101000020E610000085D0419770F02640936E4BE4829D4640,0.0509003,54,62,712,22,Villa Pisani Montagnana,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.469609,45.230557,0.21,0.208926528,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Tunisia,Tunisie,Arab States,États arabes,tn,tun,0,2,,60.99,5,42,25.085,55,1,1,1,429.3738239,308.5571924,308.5571924,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E61000006C2409C2154027408CA19C6857C94640,0.2227692,55,63,712,13,Villa Thiene Quinto Vicentino,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.625166,45.57298,0.38,0.378537603,0,1,1,1,0,1,(ii)(iii)(iv)(vi),Cultural,C,Greece,Grèce,Europe and North America,Europe et Amérique du nord,gr,grc,0,3,,0,0,97,26.608,56,0,0,0,0,0,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E610000027F73B14052227400589EDEE01A84640,0.6028194,56,65,712,12,Villa Saraceno Agugliaro,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.566445,45.312559,0.59,0.588207715,0,0,1,0,0,0,(iii),Cultural,C,Albania,Albanie,Europe and North America,Europe et Amérique du nord,al,alb,0,3,,8591,-5,172,20.248,57,0,0,0,338.0922237,402.9451469,338.0922237,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E61000000E17B9A7AB3327405876C1E09AC74640,0.8769239,57,66,712,3,Villa Gazzotti Grimani Bertesina (Vicenza),City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.600919,45.559414,0.9,0.897703959,0,1,1,0,0,0,(ii)(iii),Cultural,C,Greece,Grèce,Europe and North America,Europe et Amérique du nord,gr,grc,0,3,,0,-2,20,5.5958,58,1,1,1,0,0,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E6100000E7C3B304191127406D7022FAB5DF4640,0,58,70,712,25,Villa Piovene Lugo Vicentino,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.533394,45.747741,1.33,1.327090486,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,12,15,12,59,0,0,0,44373.60949,45048.31014,44373.60949,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E610000099C5BC759B47274041A45B86EA834640,0,59,71,712,17,Villa Badoer called Fratta Polesine,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.63985794,45.03059463,1.41,1.378131032,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,34,36,35,60,1,0,0,46691.58122,46473.39571,46691.58122,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E6100000FEBAD39D27BE26405BD1E638B7AD4640,0,60,72,712,10,Villa Pisani Ferri Bagnolo Maggiore,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.371396,45.357154,1.6,1.596961572,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,200,227,211.5,61,0,1,0,62409.32369,62164.55888,62409.32369,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E6100000B16F2711E11F2740D354477557D44640,1,61,73,712,8,Villa Forni Cerato Montecchio Precalcino,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.562264,45.65891901,2.23,2.226209962,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,6,10,8,62,0,1,0,47779.12627,47727.1041,47779.12627,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E6100000651C23D923042740D06C4F77BBCE4640,0,62,74,712,6,Villa Caldogno,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.508086,45.61509601,2.77,2.765805753,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,26,31,27,63,0,0,0,59958.55248,60356.44231,59958.55248,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E6100000F6F065A208D92540C31889B7EBBF4640,0,63,75,712,24,Villa Serego San Pierto in Cariano,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,10.923894,45.49938101,2.78,2.775865875,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,71,77,73.25,64,1,1,0,54675.05262,54445.40327,54675.05262,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E6100000FAEDEBC0392B27409741AD50C1CD4640,0,64,76,712,16,Villa Valmarana Bressan Monticello Conte Otto,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.584425,45.60746201,3.29,3.285390905,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,51,55,53.8,65,1,1,1,55862.24698,55639.90592,55862.24698,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E6100000FC1D8A027D722740FAC1F163E9E34640,0,65,77,712,5,Villa Angarano Bassano,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.72361,45.78056001,3.58,3.574967468,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,99,108,104,66,1,1,1,96275.86276,96094.99768,96275.86276,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E61000004791B58652D3264017173F745EB74640,0,66,78,712,14,Villa Trissino Sarego,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.412739,45.43257001,3.78,3.775119444,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,41,46,44.4,67,1,1,1,50199.84114,49974.70881,50199.84114,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E61000006362F3716D382740A632BDAB3BCA4640,0,67,80,712,15,Villa Valmarana Zen Bolzano Vicentino,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.61021,45.57994601,4.34,4.33464472,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,37,48,39.6,68,0,1,1,57449.12346,57276.05909,57449.12346,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E61000008236397CD21127400C0BE69673DF4640,0,68,81,712,9,Villa Godi Malinverni Lonedo di Lugo Vicentino,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.534809,45.74571501,4.66,4.654200636,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,36,41,38.375,69,1,1,1,46965.55528,46743.00862,46965.55528,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E61000004C080C48B166284042725BF0DCB74640,1,69,83,712,21,"Villa Foscari, called Mira",City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,12.2005713,45.43643002,5.87,6.159363193,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,-3,2,-1.5714,70,1,1,1,1127.535231,1832.419501,1127.535231,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E6100000E9288BEBADFF264086B529057AA44640,0.0457841,70,84,712,11,Villa Pojana Poiana Maggioare,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.49937378,45.28497376,6.14,6.184175691,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,10,15,11.636,71,1,1,1,49491.69972,50366.80773,49491.69972,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E61000000AF5F411F8F327409AC3DE59F5E74640,0,71,85,712,18,Villa Barbaro Maser,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.976502,45.81217502,6.57,6.562842657,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,149,188,163.08,72,0,0,0,43964.38696,43485.13396,43964.38696,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E6100000E449D23593FF2740F123A7444CCD4640,0,72,86,712,23,Villa Cornaro Piombino Dese,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.99917,45.60389002,7.44,7.432711583,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,19,24,21.769,73,1,1,1,24325.57056,24379.9924,24325.57056,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E6100000993FAE26B249294045ABC56DD5D94640,1,73,87,712,20,Villa Zeno Cessalto,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,12.64393731,45.70182583,7.71,7.726597477,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,-1,6,1.5,74,0,0,0,16049.34457,15186.7751,16049.34457,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E61000001F85EB51B81E2740F31462C30DC44640,0,74,88,712,4,"Villa Almerico Capra, called Vicenza",City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.56,45.53167002,9,8.991968708,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,29,47,37.467,75,1,1,1,48396.13157,48186.60082,48396.13157,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E61000006346787B104A274031EC513466C04640,0,75,90,712,7,Villa Chiericati Grumolo delle Abbadesse,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.644657,45.50311903,11.75,11.74069915,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,30,41,36,76,1,1,1,50663.993,50447.9339,50663.993,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E61000009CBF09850818274048F794185BC84640,0,76,91,712,2,"Villa Trissino, now Trettenero Cricoli",City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.54694,45.56528003,13,12.99002305,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,58,64,59.773,77,0,0,0,33850.86932,33479.97187,33850.86932,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E6100000ED647094BCFA274019C8D4D920DB4640,0.4261028,77,93,712,19,Villa Emo Vedelago,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.98972,45.71194003,14.54,14.52885717,0,1,0,1,0,0,(ii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,0,35,11.286,78,1,1,1,25.56915749,21.58063982,25.56915749,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
