,unique_id,id_no,site_id,name_seria,name_en,name_fr,date_inscr,sec_date,danger_lis,longitude,latitude,area_ha,area_ha1,C1,C2,C3,C4,C5,C6,criteria_t,category,category_s,states_en,states_fr,region_en,region_fr,iso_code,undp_code,transbound,her_type1,her_type2,buffer_ha,srtm_min,srtm_max,srtm_mean,p_lecz,ur_grump,ur_mod_buf,ur_joined,dist_mcd,dist_gshhs,dist_join,2020_RCP2.6_flood,2020_RCP2.6_erosion,2020_RCP4.5_flood,2020_RCP4.5_erosion,2020_RCP8.5_flood,2020_RCP8.5_erosion,2020_High-End_flood,2020_High-End_erosion,2030_RCP2.6_flood,2030_RCP2.6_erosion,2030_RCP4.5_flood,2030_RCP4.5_erosion,2030_RCP8.5_flood,2030_RCP8.5_erosion,2030_High-End_flood,2030_High-End_erosion,2050_RCP2.6_flood,2050_RCP2.6_erosion,2050_RCP4.5_flood,2050_RCP4.5_erosion,2050_RCP8.5_flood,2050_RCP8.5_erosion,2050_High-End_flood,2050_High-End_erosion,2100_RCP2.6_flood,2100_RCP2.6_erosion,2100_RCP4.5_flood,2100_RCP4.5_erosion,2100_RCP8.5_flood,2100_RCP8.5_erosion,2100_High-End_flood,2100_High-End_erosion
40,107,788,1,Mausoleum of Galla Placida,Early Christian Monuments of Ravenna,Monuments paléochrétiens de Ravenne,1996,0, ,12.19711308,44.42097178,0.01,0.016852163,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,33.14,-5,1,1.0,1.0,1,1,1,6659.974662,6411.471258,6659.974662,9.84,0.0,9.88,0.0,9.84,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,8.64
41,109,788,7,Mausoleum of Theodoric,Early Christian Monuments of Ravenna,Monuments paléochrétiens de Ravenne,1996,0, ,12.209174,44.425051,0.013999999999999999,0.013931065,0,1,1,1,0,0,(ii)(iii)(iv),Cultural,C,Croatia,Croatie,Europe and North America,Europe et Amérique du nord,hr,hrv,0,2,,0.0,-3,7,7.0,1.0,1,1,1,0.0,66.59199153,0.0,9.84,0.0,9.88,0.0,9.84,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,8.64
42,110,788,8,Basilica of St. Apollinare in Classe,Early Christian Monuments of Ravenna,Monuments paléochrétiens de Ravenne,1996,0, ,12.23292603,44.38041814,0.96,0.9659337440000001,0,1,0,1,0,0,(ii)(iv),Cultural,C,Croatia,Croatie,Europe and North America,Europe et Amérique du nord,hr,hrv,0,2,,4.8,-2,5,1.9,1.0,1,1,1,52.98221381,0.0,0.0,9.84,0.0,9.88,0.0,9.84,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,8.64
43,57,825,0, ,Archaeological Area and the Patriarchal Basilica of Aquileia,Zone archéologique et la basilique patriarcale dAquilée,1998,0, ,13.3667075,45.77351197,155.3,131.2020483,1,1,0,1,0,1,(i)(ii)(iv)(vi),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,254.0,2,14,7.6471,0.8661017,1,1,1,9136.32983,7458.956936,9136.32983,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,7.15
44,58,842,1,"Paestum, Velia, the Certosa di Padula, Mount Cervati and the Vallo di Diano","Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula","Parc national du Cilento et du Vallo Diano, avec les sites archéologiques de Paestum et Velia et la Chartreuse de Padula",1998,0, ,15.37649056,40.32880639,1371.0,137168.0615,0,1,1,0,0,0,(ii)(iii),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0,3,,0.0,19,27,20.570999999999998,0.0,0,0,0,7199.390526,7756.050997,7199.390526,3.77,8.52,3.81,8.52,3.77,8.52,4.29,8.52,3.93,8.52,3.9699999999999998,8.52,3.93,8.52,4.73,8.52,4.25,8.52,4.37,8.52,4.41,8.52,5.8100000000000005,8.52,5.05,8.52,5.53,8.52,6.01,8.52,6.02,8.52
45,59,842,2,Punta Licosa and the Mount Stella region,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula","Parc national du Cilento et du Vallo Diano, avec les sites archéologiques de Paestum et Velia et la Chartreuse de Padula",1998,0, ,15.0042921,40.26070331,111.29,10087.10425,0,1,1,0,0,0,(ii)(iii),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0,3,,29.0,3,83,25.605,0.40317909999999996,0,0,0,3156.242768,3666.287338,3156.242768,3.77,8.52,3.81,8.52,3.77,8.52,4.29,8.52,3.93,8.52,3.9699999999999998,8.52,3.93,8.52,4.73,8.52,4.25,8.52,4.37,8.52,4.41,8.52,5.8100000000000005,8.52,5.05,8.52,5.53,8.52,6.01,8.52,6.02,8.52
46,60,842,3,"Capo Palinuro, Punta d. Infreschi and the Mount Bulgheria region","Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula","Parc national du Cilento et du Vallo Diano, avec les sites archéologiques de Paestum et Velia et la Chartreuse de Padula",1998,0, ,15.37718577,40.07664114,126.41,10176.7738,0,1,1,0,0,0,(ii)(iii),Cultural,C,Turkey,Turquie,Europe and North America,Europe et Amérique du nord,tr,tur,0,3,,34.4,16,110,62.585,0.0,0,0,0,7361.513109,7916.411418000001,7361.513109,3.77,8.52,3.81,8.52,3.77,8.52,4.29,8.52,3.93,8.52,3.9699999999999998,8.52,3.93,8.52,4.73,8.52,4.25,8.52,4.37,8.52,4.41,8.52,5.8100000000000005,8.52,5.05,8.52,5.53,8.52,6.01,8.52,6.02,8.52
47,61,829,5,Theatre of Herculaneum,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,0, ,14.347610000000001,40.80833,0.17,0.16930580899999997,0,1,0,1,1,0,(ii)(iv)(v),Cultural,C,Greece,Grèce,Europe and North America,Europe et Amérique du nord,gr,grc,0,2,,0.0,4,37,21.756,0.082738,1,1,1,19.24499507,167.8169246,19.24499507,0.0,3.7,0.0,3.71,0.0,3.7,0.0,3.79,0.0,3.73,0.0,3.74,0.0,3.73,0.0,3.86,0.0,3.79,0.0,3.8,0.0,3.81,0.0,4.05,0.0,3.91,0.0,3.99,0.0,4.1,0.0,4.38
48,64,829,7,Torre Annuziata: Villa B,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,0, ,14.45628,40.75628,0.55,0.54884123,0,1,0,0,1,0,(ii)(v),Cultural,C,Algeria,Algérie,Arab States,États arabes,dz,dza,0,2,,0.0,0,129,54.026,0.08723610000000001,1,1,1,0.0,0.0,0.0,0.0,3.7,0.0,3.71,0.0,3.7,0.0,3.79,0.0,3.73,0.0,3.74,0.0,3.73,0.0,3.86,0.0,3.79,0.0,3.8,0.0,3.81,0.0,4.05,0.0,3.91,0.0,3.99,0.0,4.1,0.0,4.38
49,67,829,2,Villa dei Misteri (Pompei),"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,0, ,14.477437,40.75367799,0.95,0.9487115279999999,0,1,1,0,0,0,(ii)(iii),Cultural,C,Greece,Grèce,Europe and North America,Europe et Amérique du nord,gr,grc,0,3,,402.25,0,226,89.405,0.142152,1,1,1,0.0,27.65017155,0.0,0.0,3.7,0.0,3.71,0.0,3.7,0.0,3.79,0.0,3.73,0.0,3.74,0.0,3.73,0.0,3.86,0.0,3.79,0.0,3.8,0.0,3.81,0.0,4.05,0.0,3.91,0.0,3.99,0.0,4.1,0.0,4.38
50,68,829,6,Torre Annuziata: Villa A,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,0, ,14.45256,40.757059999999996,1.15,1.1486459,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,18,18,18.0,0.0,1,1,1,52508.42958,53683.84334,52508.42958,0.0,3.7,0.0,3.71,0.0,3.7,0.0,3.79,0.0,3.73,0.0,3.74,0.0,3.73,0.0,3.86,0.0,3.79,0.0,3.8,0.0,3.81,0.0,4.05,0.0,3.91,0.0,3.99,0.0,4.1,0.0,4.38
51,69,829,4,Villa dei Papiri,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,0, ,14.34485181,40.80818282,1.22,1.6405651319999999,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,33,35,35.0,0.0,1,1,1,45656.47562,45434.194789999994,45656.47562,0.0,3.7,0.0,3.71,0.0,3.7,0.0,3.79,0.0,3.73,0.0,3.74,0.0,3.73,0.0,3.86,0.0,3.79,0.0,3.8,0.0,3.81,0.0,4.05,0.0,3.91,0.0,3.99,0.0,4.1,0.0,4.38
52,89,829,3,Heraculaneum,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,0, ,14.34734494,40.80528938,9.42,9.015827491,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,21,27,24.316,0.0,1,1,1,41086.31664,40878.96019,41086.31664,0.0,3.7,0.0,3.71,0.0,3.7,0.0,3.79,0.0,3.73,0.0,3.74,0.0,3.73,0.0,3.86,0.0,3.79,0.0,3.8,0.0,3.81,0.0,4.05,0.0,3.91,0.0,3.99,0.0,4.1,0.0,4.38
53,96,829,1,Pompeii,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,0, ,14.48797828,40.75074856,84.59,83.65485797,0,1,0,1,0,0,(ii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,-3,242,66.635,0.0714707,1,1,1,0.0,0.0,0.0,0.0,3.7,0.0,3.71,0.0,3.7,0.0,3.79,0.0,3.73,0.0,3.74,0.0,3.73,0.0,3.86,0.0,3.79,0.0,3.8,0.0,3.81,0.0,4.05,0.0,3.91,0.0,3.99,0.0,4.1,0.0,4.38
54,62,712,22,Villa Pisani Montagnana,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.469609,45.230557,0.21,0.208926528,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Tunisia,Tunisie,Arab States,États arabes,tn,tun,0,2,,60.99,5,42,25.085,0.0509003,1,1,1,429.3738239,308.55719239999996,308.55719239999996,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
55,63,712,13,Villa Thiene Quinto Vicentino,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.625166,45.57298,0.38,0.37853760299999994,0,1,1,1,0,1,(ii)(iii)(iv)(vi),Cultural,C,Greece,Grèce,Europe and North America,Europe et Amérique du nord,gr,grc,0,3,,0.0,0,97,26.608,0.2227692,0,0,0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
56,65,712,12,Villa Saraceno Agugliaro,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.566445,45.312559,0.59,0.588207715,0,0,1,0,0,0,(iii),Cultural,C,Albania,Albanie,Europe and North America,Europe et Amérique du nord,al,alb,0,3,,8591.0,-5,172,20.248,0.6028194,0,0,0,338.0922237,402.94514689999994,338.0922237,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
57,66,712,3,Villa Gazzotti Grimani Bertesina (Vicenza),City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.600919000000001,45.559414000000004,0.9,0.8977039590000001,0,1,1,0,0,0,(ii)(iii),Cultural,C,Greece,Grèce,Europe and North America,Europe et Amérique du nord,gr,grc,0,3,,0.0,-2,20,5.5958,0.8769239,1,1,1,0.0,0.0,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
58,70,712,25,Villa Piovene Lugo Vicentino,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.533394,45.747741,1.33,1.327090486,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,12,15,12.0,0.0,0,0,0,44373.609489999995,45048.310139999994,44373.609489999995,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
59,71,712,17,Villa Badoer called Fratta Polesine,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.63985794,45.03059463,1.41,1.378131032,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,34,36,35.0,0.0,1,0,0,46691.58122,46473.395710000004,46691.58122,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
60,72,712,10,Villa Pisani Ferri Bagnolo Maggiore,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.371396,45.357154,1.6,1.5969615719999999,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,200,227,211.5,0.0,0,1,0,62409.32369,62164.55888,62409.32369,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
61,73,712,8,Villa Forni Cerato Montecchio Precalcino,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.562264,45.65891901,2.23,2.226209962,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,6,10,8.0,1.0,0,1,0,47779.12627,47727.1041,47779.12627,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
62,74,712,6,Villa Caldogno,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.508086,45.61509601,2.77,2.765805753,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,26,31,27.0,0.0,0,0,0,59958.55248,60356.442310000006,59958.55248,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
63,75,712,24,Villa Serego San Pierto in Cariano,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,10.923894,45.49938101,2.78,2.775865875,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,71,77,73.25,0.0,1,1,0,54675.05262,54445.40327,54675.05262,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
64,76,712,16,Villa Valmarana Bressan Monticello Conte Otto,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.584425,45.60746201,3.29,3.285390905,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,51,55,53.8,0.0,1,1,1,55862.246979999996,55639.905920000005,55862.246979999996,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
65,77,712,5,Villa Angarano Bassano,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.72361,45.78056001,3.58,3.574967468,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,99,108,104.0,0.0,1,1,1,96275.86276,96094.99768,96275.86276,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
66,78,712,14,Villa Trissino Sarego,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.412739,45.43257001,3.78,3.7751194439999995,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,41,46,44.4,0.0,1,1,1,50199.84114,49974.708810000004,50199.84114,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
67,80,712,15,Villa Valmarana Zen Bolzano Vicentino,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.61021,45.57994601,4.34,4.33464472,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,37,48,39.6,0.0,0,1,1,57449.12346,57276.059089999995,57449.12346,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
68,81,712,9,Villa Godi Malinverni Lonedo di Lugo Vicentino,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.534809,45.74571501,4.66,4.654200636000001,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,36,41,38.375,0.0,1,1,1,46965.55528,46743.00862,46965.55528,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
69,83,712,21,"Villa Foscari, called Mira",City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,12.2005713,45.43643002,5.87,6.159363193,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,-3,2,-1.5714,1.0,1,1,1,1127.535231,1832.419501,1127.535231,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
70,84,712,11,Villa Pojana Poiana Maggioare,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.49937378,45.28497376,6.14,6.184175691,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,10,15,11.636,0.0457841,1,1,1,49491.69972,50366.80773,49491.69972,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
71,85,712,18,Villa Barbaro Maser,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.976502,45.81217502,6.57,6.562842657000001,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,149,188,163.08,0.0,0,0,0,43964.38696,43485.13396,43964.38696,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
72,86,712,23,Villa Cornaro Piombino Dese,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.99917,45.60389002,7.44,7.432711583,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,19,24,21.769000000000002,0.0,1,1,1,24325.57056,24379.9924,24325.57056,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
73,87,712,20,Villa Zeno Cessalto,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,12.64393731,45.70182583,7.71,7.726597477,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,-1,6,1.5,1.0,0,0,0,16049.34457,15186.7751,16049.34457,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
74,88,712,4,"Villa Almerico Capra, called Vicenza",City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.56,45.53167002,9.0,8.991968708,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,29,47,37.467,0.0,1,1,1,48396.13157,48186.60082,48396.13157,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
75,90,712,7,Villa Chiericati Grumolo delle Abbadesse,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.644657,45.50311903,11.75,11.74069915,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,30,41,36.0,0.0,1,1,1,50663.992999999995,50447.9339,50663.992999999995,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
76,91,712,2,"Villa Trissino, now Trettenero Cricoli",City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.54694,45.56528003,13.0,12.99002305,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,58,64,59.773,0.0,0,0,0,33850.86932,33479.97187,33850.86932,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
77,93,712,19,Villa Emo Vedelago,City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.98972,45.71194003,14.54,14.52885717,0,1,0,1,0,0,(ii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,0,35,11.286,0.4261028,1,1,1,25.56915749,21.58063982,25.56915749,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
78,98,712,1,City of Vicenza (including 23 buildings constructed by Palladio),City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.549439999999999,45.5491705,218.0,217.93958930000002,0,1,1,1,1,1,(ii)(iii)(iv)(v)(vi),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,2.0,117649.0,-10,18,-0.09372799999999999,0.9880690000000001,1,1,0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.26,3.44,6.26,0.0,6.26,0.0,6.26,4.06,6.29,6.84
